ID,TARGET
672,0.04069873
675,0.00514583
676,0.03854313
677,0.03885291
678,0.01420759
680,0.01078911
683,0.16151552
684,0.02007726
685,0.05847602
691,0.03757554
693,0.00685212
696,0.00490646
698,2.09138193e-06
699,0.03072348
700,0.09552903
703,0.03653492
704,0.0690328
705,0.00966377
707,0.20991877
709,0.09075469
711,0.19426788
713,0.02331362
716,0.00862068
719,0.00720777
721,0.01221679
722,0.02357048
723,0.0203501
724,0.00223918
727,0.00476956
728,0.01955558
729,0.00648144
733,0.01065323
736,0.00057136
739,0.0544771
742,0.28869775
743,0.05886916
744,0.00756541
745,0.2751973
747,0.00784814
749,0.03330127
750,0.03095892
751,0.0804013
752,0.00616539
755,0.01123826
756,0.00213501
762,0.00748114
763,0.05236759
764,0.04575831
765,0.01951972
766,0.00503296
769,0.03276119
770,0.1779051
773,0.01137137
774,0.0679264
776,0.05459638
777,0.01100878
778,0.00872061
779,0.01077871
780,0.00751239
781,0.03992562
786,0.00058962
788,0.003243
794,0.02941073
796,0.22200191
801,0.03562535
802,0.05608875
803,0.03512284
804,0.00548088
805,0.01239569
809,0.05099215
810,0.07122573
817,0.02347158
819,0.01159842
821,0.01072181
824,0.25328916
825,0.01084855
826,0.16322148
830,0.00054355
831,0.98142886
832,0.04858482
833,0.00827128
837,0.03297583
839,0.00356591
840,0.01017901
841,0.04973075
842,0.02941098
843,0.00203245
844,0.03541714
845,0.02131689
848,0.03975764
853,0.00705271
854,0.00690866
855,0.00902545
856,0.04451076
861,0.00053407
865,0.03451739
866,0.00655992
867,0.02049047
870,0.00656341
871,0.03831118
872,0.01052573
873,0.02829639
874,0.05002366
875,0.00307641
876,0.01526264
879,0.03021928
880,0.0072081
883,0.02201862
884,0.02296933
886,0.04525458
890,0.00575144
892,0.0479241
893,0.07619515
894,0.04004069
895,0.05308652
896,0.03976971
897,0.00785316
899,0.28822359
900,0.00562532
901,0.00956419
902,0.28100917
905,0.00314573
912,0.02821611
914,0.25822866
915,0.11267185
917,0.00065997
918,0.00683474
919,0.01036134
921,0.00175154
922,0.04090386
923,0.00069094
926,0.0044434
929,0.01320985
930,0.0128652
931,0.05300744
937,0.00936733
938,0.05981645
939,0.05552513
941,0.05395718
946,0.0054019
947,0.00570028
950,0.00504176
951,0.00554365
952,0.02769631
953,0.04325667
954,0.00735087
955,0.01726534
956,0.12635008
957,0.08911537
960,0.05913934
963,0.2760272
966,0.0154409
969,0.04272041
971,0.00612601
972,0.01015322
975,0.01549568
980,0.02908855
982,0.08732808
983,0.00643022
985,0.0319079
987,5.99247760e-05
988,0.00140319
991,0.01693029
992,0.00560757
995,0.00213641
996,0.01260389
998,0.01219084
1001,0.1915758
1002,0.01120164
1004,0.02261706
1005,0.08981047
1010,0.00806883
1011,0.00293316
1012,0.00751525
1013,0.02306547
1014,0.02502714
1015,0.07697459
1016,0.01576505
1022,0.00593052
1023,0.06202806
1024,0.00254014
1025,0.02526229
1026,0.1823338
1028,0.00993366
1029,0.014584
1032,0.07066891
1034,0.01003886
1036,0.01359596
1037,0.00094686
1039,0.03219733
1042,0.01769895
1045,0.03477902
1046,0.03095793
1050,0.01550072
1052,5.22597743e-09
1055,0.02434685
1057,0.00728765
1058,0.0065398
1060,0.00725565
1062,0.00809944
1063,0.03869417
1064,0.04339069
1065,0.04069201
1066,0.01686232
1067,0.18674164
1068,0.17151485
1070,0.10142832
1072,0.02079747
1077,0.25690117
1078,0.0119564
1079,0.01122784
1081,0.06107509
1082,0.22861691
1093,0.08930448
1094,0.04302051
1102,0.19192657
1103,0.08147093
1106,0.01914359
1107,0.26476315
1112,0.05907493
1113,0.00328673
1114,0.00928519
1116,0.00251983
1118,1.25447900e-06
1120,0.04000608
1121,0.05590326
1128,0.00583359
1130,0.0543022
1132,0.01268553
1135,0.00488006
1138,0.09286333
1139,0.00888172
1141,0.02819
1143,0.21882506
1146,0.92455745
1148,0.02034535
1149,0.06682282
1151,0.01394234
1152,0.02590496
1153,0.01345885
1155,0.99943101
1157,0.00697268
1160,4.57979586e-05
1161,0.01357183
1162,0.05345757
1164,0.05750818
1168,0.05018495
1169,0.01182976
1174,0.19605564
1176,0.00951895
1177,0.18872997
1178,0.04031847
1180,0.03009416
1181,0.09859738
1182,0.02144525
1185,0.00829683
1190,0.01124056
1194,0.00965407
1196,0.06618167
1199,0.00619424
1200,0.02001657
1201,0.02755893
1202,0.07454269
1206,0.27311262
1207,0.0624445
1208,0.00988547
1212,0.07481241
1216,0.00558541
1219,0.01021112
1221,0.01958983
1222,0.00720723
1225,0.01696766
1227,0.01702598
1230,2.10300533e-09
1231,0.02746787
1232,0.01553034
1233,0.00680135
1234,0.03607706
1235,0.01973866
1236,0.15698175
1237,0.00284657
1238,0.07053722
1239,0.02150019
1240,0.04343445
1241,0.01347298
1244,0.08126894
1245,0.07436822
1247,0.01790543
1250,0.02378529
1251,0.00410801
1257,0.01014119
1259,0.00777012
1266,0.05051723
1267,0.29582807
1268,0.00268135
1270,0.37629536
1272,0.05916409
1273,0.00669207
1276,0.05901964
1278,0.00659536
1279,0.076634
1283,0.12410507
1284,0.03148393
1286,0.00637371
1289,0.15412062
1290,0.01003564
1292,0.00906083
1293,0.0287033
1294,0.08313707
1296,0.0634524
1298,0.01378057
1299,0.15376016
1301,0.01253536
1304,0.0887934
1306,0.02241511
1308,0.15121482
1310,0.04099822
1311,0.01476903
1312,0.02944828
1315,0.00938958
1318,0.0661478
1319,0.01920583
1320,0.00759542
1323,0.00624765
1324,0.02962398
1325,0.10836601
1326,0.02884695
1329,0.24049477
1331,0.08726028
1332,0.01532908
1335,0.00713489
1336,0.24564473
1338,0.22766335
1340,0.05422721
1342,0.0057507
1345,0.01291265
1347,0.00527912
1349,0.03145997
1350,0.06055407
1351,0.01138113
1354,0.00181062
1355,0.0137679
1356,0.0221657
1359,0.20029084
1361,0.31889096
1362,0.24742849
1363,0.14110504
1365,0.06328405
1366,0.07531347
1367,0.03572429
1368,0.01043591
1369,0.00648811
1370,0.08847932
1371,0.02895863
1372,0.19771998
1374,0.03623546
1375,0.13862889
1376,0.07014752
1379,1.24240512e-06
1380,0.01042202
1383,0.02034535
1387,0.26411131
1388,0.09094205
1389,0.00511148
1390,0.04816304
1394,0.04164685
1396,0.18497477
1397,0.02260114
1399,0.0143169
1400,0.02684538
1402,0.04624142
1403,0.17063102
1404,0.02004305
1405,3.97950934e-08
1407,0.0013634
1409,0.0120585
1413,0.00756196
1415,0.07969087
1416,0.05606276
1418,0.0047815
1422,0.00745654
1423,0.01337578
1425,0.0001789
1428,0.02990686
1429,0.03225586
1430,0.02034535
1431,0.12795679
1432,0.01698525
1434,0.00718613
1435,0.00364893
1436,0.3201102
1438,0.00717325
1443,0.24946478
1445,0.71369362
1446,0.11018939
1453,0.01064009
1456,0.03036905
1458,0.08295765
1459,0.00141717
1460,0.06160344
1461,0.00038091
1462,0.2381372
1463,0.02643268
1466,0.18795617
1467,0.02267106
1469,0.08872271
1470,0.00074079
1471,0.17014015
1473,0.02059355
1476,0.00487365
1477,0.08885931
1481,0.02034535
1482,0.05607565
1485,0.09112135
1486,0.16160214
1490,0.11838
1491,0.17266993
1493,0.01284669
1494,0.0743596
1500,0.06122534
1504,0.05509477
1506,0.01082474
1509,0.00627539
1512,0.05620199
1514,0.0059436
1518,0.02133578
1520,0.00692661
1522,0.12399647
1525,0.17201644
1526,0.03626109
1529,0.23982528
1530,0.05472687
1532,0.00575139
1533,0.07177603
1537,0.02787876
1542,0.0188614
1544,0.04226078
1545,0.30601624
1546,0.14110504
1549,0.24053971
1551,0.00366569
1552,0.00452103
1555,0.03224875
1556,0.00803083
1558,0.188095
1560,0.01141804
1561,0.11305332
1562,0.01015252
1563,0.00809494
1566,0.01919381
1568,0.0556228
1570,0.00956134
1575,0.16845815
1577,0.02325152
1579,0.00729066
1581,0.01023395
1582,0.08745825
1585,0.06108455
1586,0.01589231
1587,0.09526616
1593,0.04927542
1597,0.53549999
1599,0.02804795
1608,0.00562112
1609,0.02034535
1612,0.03293274
1615,0.00866539
1616,0.05138924
1618,0.06873038
1619,0.00720752
1624,0.01830201
1625,0.06732415
1627,0.01543229
1628,0.22052768
1635,0.00866603
1636,0.06862646
1637,0.02513126
1640,0.01348542
1642,0.00929282
1645,0.03454084
1647,0.0120225
1648,0.2026948
1650,0.00048043
1651,0.08295823
1653,0.01024639
1654,0.00459401
1655,0.06358244
1656,0.01699292
1657,0.09266486
1659,0.14127815
1661,0.10244109
1662,0.00832672
1663,0.12840277
1664,0.05375493
1671,0.03027327
1673,0.02034535
1674,0.02785079
1678,0.01549689
1680,0.05630589
1682,0.08542367
1687,0.01129724
1689,0.00943097
1690,0.04306496
1691,0.03222439
1692,0.27128673
1696,0.00284725
1701,0.03834926
1702,0.03626883
1705,0.01459355
1707,0.05262246
1711,0.03113226
1714,0.06621559
1715,0.28187752
1716,0.02767119
1717,0.00916243
1719,0.01308413
1723,0.00870511
1725,0.0070407
1726,0.2785632
1728,0.00703217
1730,0.00405503
1731,0.00708466
1736,0.00743348
1742,0.2803362
1745,0.06930722
1747,0.19998035
1749,0.07653805
1750,0.06762623
1751,0.0048876
1752,0.06838465
1753,0.02310605
1754,0.0237349
1758,0.17708346
1759,0.03219619
1760,0.00073368
1761,0.022569
1763,0.04723136
1765,0.1798403
1767,0.07212178
1768,0.01910723
1769,0.01245666
1774,0.0545084
1775,0.08259229
1776,0.00348262
1777,0.0228155
1779,0.03452915
1780,0.00561441
1783,0.01167739
1784,0.00056404
1785,0.00302493
1789,0.02871857
1790,0.08597895
1792,0.01339226
1793,0.059632
1795,0.01170236
1796,6.68142803e-08
1798,0.04388537
1802,0.00608895
1803,0.00767952
1805,0.00878559
1806,0.10132938
1809,0.02306756
1810,0.00618978
1812,0.03282045
1813,0.05430109
1814,0.13799122
1815,3.93744316e-14
1817,0.38076729
1818,0.01709856
1819,0.0194301
1820,0.09667031
1821,0.34936193
1823,0.04989117
1826,0.01513305
1827,0.04248624
1829,0.23414049
1831,0.00680812
1833,0.01533395
1834,0.03435688
1837,0.04116237
1838,0.0075459
1839,0.01075038
1840,0.01785452
1841,0.06198139
1842,0.0212115
1844,0.37827963
1845,0.05279266
1846,0.00247474
1847,0.00627088
1850,0.0091935
1851,0.02894856
1852,0.00424849
1860,0.04877596
1862,0.09605999
1864,0.13003269
1865,0.01176779
1866,0.02292509
1867,0.05662496
1870,0.09632591
1871,0.07161832
1872,0.01577134
1873,0.00749798
1874,0.06243032
1876,0.20866637
1878,0.02241904
1879,0.14372584
1884,0.04487767
1885,0.01582262
1888,0.05844671
1893,0.0078635
1897,0.04070578
1901,0.00718964
1902,0.00831253
1903,0.01186273
1905,0.05226311
1907,0.01586585
1908,0.2743127
1919,0.19641028
1921,0.25243539
1926,0.01072078
1928,0.00374158
1930,0.18040422
1933,0.07020689
1934,0.03543722
1935,0.08226337
1939,0.25460532
1940,0.02980761
1942,0.0257965
1943,0.00036371
1945,0.02278868
1946,0.08312278
1948,0.01860816
1949,0.04363991
1952,0.03240283
1953,0.03806185
1955,0.01792577
1959,2.85347070e-08
1963,0.00922185
1965,5.18762454e-06
1967,0.02327067
1968,0.04879053
1969,0.00757282
1970,0.06151793
1973,0.02724148
1977,0.31012943
1978,0.0081198
1979,5.32528757e-05
1988,0.03947193
1991,0.04264593
1994,0.00551276
1996,0.00685157
1997,0.00048619
1998,0.01936946
2000,0.16855629
2002,4.17708504e-14
2004,0.03316615
2007,0.05990522
2008,0.01570993
2010,0.00829323
2011,0.00812939
2012,0.18139146
2015,0.03650359
2018,0.00811541
2019,0.00857423
2023,0.04346111
2024,0.05658117
2026,0.00829651
2028,0.01218438
2029,0.0119564
2031,0.01078312
2033,0.01516902
2034,0.13573059
2037,0.16455746
2038,0.02323355
2039,0.02964596
2040,0.00575093
2042,0.00965555
2045,0.02465538
2048,0.02011209
2049,0.03544978
2050,0.01674964
2057,0.04481464
2061,0.01622313
2063,0.0708353
2067,0.04523029
2069,0.05365754
2070,0.02641666
2072,0.31010762
2073,0.01102461
2075,0.0116051
2076,0.07921454
2081,0.03160341
2082,0.08482046
2084,0.01928227
2085,0.11643931
2086,0.02590496
2088,0.02731987
2092,0.03109011
2093,0.01492595
2094,0.0034256
2096,0.09567508
2102,0.01934037
2103,0.10984958
2104,0.05883243
2108,0.1679728
2109,0.02690988
2111,0.04175258
2113,0.00687634
2116,0.03057646
2117,0.04399786
2118,0.03613431
2119,0.01703879
2120,0.00708488
2121,0.02158645
2124,0.04773737
2125,0.04093709
2126,0.01650505
2127,0.22570811
2131,0.00434859
2133,0.07086212
2134,0.06536639
2136,0.01791967
2137,0.10697167
2139,0.0455029
2144,0.00771319
2145,0.05650239
2146,0.11391201
2149,0.00195099
2150,0.00905716
2151,0.05064624
2152,0.01747499
2153,0.00926427
2157,0.12842473
2158,0.01504603
2159,0.01968988
2161,0.00247529
2163,0.00446452
2166,0.03565202
2169,0.02420124
2171,0.07994148
2177,4.51160787e-07
2179,0.07636598
2182,0.01050264
2184,0.22638203
2185,0.03320117
2186,0.01234369
2187,0.00746556
2188,0.03108985
2189,0.01406595
2190,0.16131763
2194,6.01076317e-05
2195,0.01530533
2196,0.03934605
2198,0.09890083
2199,0.04021658
2200,0.00337549
2201,0.019162
2203,0.0712961
2208,0.01838035
2209,0.03067382
2210,0.09032906
2211,0.01024798
2213,0.02419254
2214,0.00150439
2215,0.24773695
2216,0.00653553
2218,0.00194599
2222,0.04069826
2224,0.01662697
2229,0.00281865
2230,0.01086681
2234,0.00908629
2235,0.01903783
2237,0.01652601
2239,0.00496989
2241,0.00122688
2242,0.00705551
2243,0.00660618
2244,0.00765806
2245,0.00350181
2248,0.06985067
2251,0.01658269
2253,0.2155312
2254,0.00992711
2257,0.00720042
2261,0.03141265
2262,0.01641679
2266,0.02047899
2269,0.01069912
2275,0.01438196
2278,0.01223482
2279,0.02152811
2283,0.00312159
2284,0.04269332
2285,0.00209197
2286,0.01175378
2287,0.02843786
2289,0.09335507
2290,0.13013235
2291,0.02590496
2293,0.02788514
2300,0.03464722
2301,0.00722747
2302,1.
2303,0.0206378
2304,0.00287034
2305,0.10778471
2306,0.01613638
2307,0.03293274
2308,0.15570849
2311,0.04884189
2313,0.04216675
2315,0.00608694
2316,0.03312295
2318,0.24551138
2322,0.0053393
2323,0.0148039
2325,0.29932949
2327,0.02920481
2328,0.07339863
2329,0.14301299
2330,0.007414
2332,0.00972231
2333,0.00368672
2334,0.04072582
2337,0.00870115
2338,0.06669852
2341,0.09440321
2344,0.04339069
2345,0.23469515
2347,0.00414185
2348,0.14328042
2349,0.01170404
2350,0.00994975
2351,0.06138806
2358,0.07438842
2359,0.06359861
2361,0.02768862
2363,0.03691823
2364,0.00167241
2366,0.00399331
2369,0.00575154
2370,0.05316724
2373,0.06514148
2375,0.02260884
2377,0.04973593
2384,0.05750818
2385,0.03495665
2386,0.0846321
2387,0.00461333
2388,8.76072704e-07
2392,0.01940721
2393,0.03730812
2394,0.02034535
2395,0.0080717
2396,0.02400768
2397,0.02732287
2400,0.02034535
2401,0.01879304
2403,0.02058345
2407,0.04020555
2408,0.05604037
2410,0.01072153
2414,0.08247929
2416,0.26425424
2421,0.00465811
2422,0.04339069
2423,0.06189606
2425,0.04990668
2430,0.00824587
2433,0.02481054
2434,0.06131864
2437,0.05053576
2438,0.02034074
2439,0.03813947
2440,0.09721564
2442,0.0465195
2444,0.017199
2449,0.01855302
2456,0.02254248
2458,0.05169079
2462,0.01769349
2463,0.0018669
2464,0.00500216
2465,0.02533647
2466,0.01065552
2470,0.13373518
2476,0.01346792
2478,0.03760675
2482,0.25122574
2483,0.01116331
2484,0.17638993
2487,0.00404538
2488,0.03079908
2493,0.0085489
2494,1.59606287e-07
2495,0.05246389
2499,0.02598303
2501,0.0382426
2503,0.09403761
2504,0.00988528
2507,0.0155054
2509,0.02394896
2511,0.0435163
2512,0.10189408
2515,0.02866913
2516,0.01763632
2517,0.01092848
2521,0.25275478
2525,0.00993112
2527,0.08934085
2528,0.00798925
2529,0.06384167
2530,6.96981590e-16
2531,0.14413793
2533,9.47777880e-05
2537,0.02281804
2538,0.01776172
2539,0.08734799
2541,0.14617006
2542,0.09335507
2543,0.01256817
2544,0.00605465
2545,2.40589912e-08
2546,0.00222313
2548,0.04142557
2549,8.11976643e-05
2555,0.01112575
2556,0.0223143
2558,0.014114
2561,0.21764055
2563,0.20333338
2566,0.0003862
2567,0.06120707
2572,0.01451321
2573,0.0437618
2574,0.03019111
2578,0.00640838
2580,0.01262507
2581,0.00126344
2582,0.0080588
2586,0.13714734
2588,0.01483583
2589,0.03728067
2591,0.01581929
2594,0.01960001
2595,0.00573409
2596,0.08432447
2597,0.00810163
2599,0.00619573
2600,0.02981751
2601,0.01035533
2611,0.02477355
2613,0.01047439
2614,0.01147879
2615,0.03714262
2616,0.24304502
2617,0.05451778
2618,0.00542682
2619,0.0526407
2626,0.01506716
2630,0.22826026
2632,0.00570911
2636,0.03552747
2639,0.0357257
2642,0.00554706
2644,0.2487191
2647,0.02796488
2648,0.27811092
2649,0.00394675
2651,0.02157411
2652,0.08592069
2656,0.25299111
2658,0.08985545
2664,0.01333363
2667,1.80711751e-07
2669,0.07302241
2670,0.00720742
2671,0.25093287
2672,0.21192975
2673,0.00750732
2678,0.05507953
2679,0.04578459
2682,0.00465166
2684,2.46461582e-06
2685,0.04114418
2687,0.00397997
2689,0.00828677
2700,0.008069
2701,0.02295232
2702,0.03206059
2704,0.05508904
2707,0.00676507
2710,7.60543981e-06
2713,0.02590496
2715,0.03482289
2716,0.05439265
2724,0.0014441
2726,0.06651528
2727,0.01999632
2728,0.00608994
2730,0.00978658
2731,0.07662842
2733,0.04945988
2736,0.0107579
2737,0.03911015
2739,0.08256602
2740,0.00803222
2741,0.01010569
2745,0.01398539
2747,0.28064701
2749,0.05872632
2751,0.00483849
2752,0.01646473
2759,0.23302138
2760,0.00727431
2764,0.00645241
2766,0.02575726
2769,0.12695946
2772,9.67328597e-05
2773,0.01112998
2774,0.01591599
2776,4.42933597e-05
2779,0.01759554
2782,0.22716413
2783,0.01072135
2788,0.00720766
2789,0.00141915
2791,0.02138119
2793,0.15990148
2794,0.00820865
2796,0.01928816
2801,0.01295735
2803,0.05419125
2804,0.00480414
2805,0.02526011
2806,0.28617096
2808,0.02645155
2809,0.03525696
2812,0.02291901
2814,0.12571992
2815,0.01578417
2816,0.06459201
2817,0.18213184
2819,7.50512982e-06
2821,0.21201491
2822,0.0447383
2825,0.03069597
2827,0.0044792
2829,0.02522722
2830,0.00629375
2831,0.00511876
2833,0.00572691
2838,0.01168363
2839,0.05719662
2843,0.00554077
2845,0.02168363
2849,0.05899888
2850,0.00330463
2852,0.01171264
2859,0.00827324
2861,0.0046632
2862,0.04363802
2863,0.03132404
2865,0.01159883
2866,0.17193274
2867,0.06384606
2869,0.08187538
2871,0.0057508
2872,0.0250347
2873,0.226475
2874,0.00788582
2876,0.00935392
2877,0.00804141
2880,0.07580628
2881,0.01101552
2882,0.0224781
2885,0.00260409
2886,4.30917140e-07
2888,0.01046087
2889,0.02744848
2891,0.06644012
2892,0.0389663
2893,0.19833742
2897,0.0991785
2898,0.03302364
2899,0.01259145
2901,0.04790591
2903,0.14621131
2904,0.00148372
2905,0.09723504
2906,0.06620549
2908,0.00821789
2910,0.15417987
2913,0.00508859
2914,0.00476843
2915,0.01201904
2917,0.01132797
2918,0.91181856
2919,0.20382935
2920,0.05958089
2921,0.0491816
2922,0.09465923
2925,0.03944303
2926,0.07516661
2927,0.02589651
2928,0.07244868
2929,0.00338257
2930,0.00367434
2936,0.0071778
2944,0.00720752
2949,0.00929199
2950,0.00209671
2951,0.13987274
2952,0.01189696
2955,0.03270917
2957,0.03256381
2959,0.00509643
2960,0.03227784
2961,0.02695229
2963,0.00942201
2966,0.00765173
2967,0.04227079
2968,0.0465857
2969,0.00328878
2970,1.95919324e-06
2972,0.2580269
2973,0.02169187
2974,0.00703056
2975,0.35662648
2976,4.02463796e-19
2980,0.00428739
2983,0.03293274
2984,0.20228849
2986,0.00590353
2988,0.09817104
2989,0.02708208
2990,0.00564181
2991,0.02932763
2994,0.01429725
2995,0.001993
2997,0.02612287
3000,0.02872016
3001,0.02006661
3002,0.01041846
3003,0.02640834
3005,0.00708597
3007,0.00581762
3008,0.05799687
3009,0.03505493
3011,1.11853549e-08
3012,0.1550349
3015,0.02938696
3017,0.0229743
3019,0.14784028
3022,0.024288
3025,0.0411498
3027,0.13548648
3028,0.00235151
3030,0.01089221
3031,0.00361697
3033,7.39291295e-09
3035,0.03360374
3036,0.04091325
3037,0.00575058
3039,0.0197831
3041,0.15408677
3046,0.01395612
3047,2.41651890e-07
3048,0.01076705
3050,0.06519218
3051,0.00812477
3053,0.29792395
3055,0.09466091
3056,0.05580394
3058,0.02247566
3060,0.22867011
3062,0.01446847
3063,0.0545842
3064,0.10972965
3065,0.29223269
3067,0.06000654
3069,0.04753337
3070,0.0939104
3072,0.19630019
3073,0.01781027
3074,0.00720752
3079,0.04823339
3080,0.1779504
3083,0.05049232
3084,0.01272539
3089,0.0158547
3093,0.00601129
3094,0.10032456
3096,0.06255391
3098,0.01155549
3100,0.01265715
3101,0.04876857
3102,0.040892
3104,0.00451569
3105,0.01228801
3106,0.02034535
3109,0.00920186
3110,0.00424008
3111,0.13811563
3113,0.12954682
3115,0.06914127
3116,0.01849619
3120,0.06736794
3122,0.01099305
3124,0.02034535
3128,0.01139718
3129,0.02462679
3130,0.05556596
3132,0.05405014
3133,0.01197418
3135,0.02010706
3138,0.06606216
3139,0.00223647
3140,0.18036689
3143,0.01594833
3146,0.24075991
3148,0.16674884
3149,0.08639662
3150,0.05317954
3152,0.08346851
3153,0.00014698
3154,0.10023454
3155,0.02143695
3159,0.03886153
3162,0.00656155
3163,0.36571983
3164,0.00232657
3166,0.05278605
3167,0.03144172
3168,0.00936311
3171,0.01647636
3172,0.07773118
3173,0.01188883
3177,0.23201285
3181,0.03188416
3183,0.08303226
3185,0.03144604
3186,0.01001938
3190,0.18455088
3192,0.00991285
3193,0.0449734
3194,0.04024597
3195,0.02775206
3197,0.00629558
3200,0.04174834
3201,0.08534841
3206,0.11506028
3207,0.02163154
3208,0.0701051
3210,0.23563226
3211,0.01574049
3214,0.01282361
3216,0.00533188
3217,9.58243618e-07
3218,0.06722254
